I sometimes write for Called to Communion. Coffee?,1
"I am not a prickly eater, I'll eat all of your cactass.",0
"I may not have a job right now, and I may live in my parent's basement, but I swear to you I'm storing up treasure in heaven and my mansion is gonna rock.",0
"The Lord is your refuge and strength in times of need, but in the meantime I was thinking I could lay hands on you in prayer...",0
I’ve been dreaming about you all night and already my morning is as good as can be.,1
Your boat must be leaking. Need any holes bunged up?,1
You make the Queen of Sheba look like a hobo.,1
"Excuse me, but I think I dropped something. MY JAW!",0
Are you a Sunfish? Because I’d like to find out how tight your cockpit is.,0
Are you a cuddle? Because you are already making me feel good and loved.,1
Baby I got a water gun and I want to shoot a load into your mouth.,1
I'd like your boat to pull in my pier.,0
My boyfriend/girlfriend is prickin’ awesome!,1
"I must get a new pair of glasses, because I cannot believe how beautiful you are.",1
"Roses are red, pickles are green, I like your legs and what's in between!",0
I bet I can guess your confirmation name.,0
Did it hurt when you fell from the sacred realm?,1
I want to put my boner into your pants.,0
What's a celestial girl like you doing in a telestial place like this?,1
"Hey girl, feel my thobe. You know what it's made of? Husband material.",0
Let the gourd times roll!,1
Is your name 'wifi'? Because I'm feeling a connection.,0
I can be your scripture hero.,1
"Girl, did you steal my drum stick? Because my heart missed a beat when I saw you.",1
"Babe, I am a band-aid, and I am about to fix your pain.",0
Is this a strong wind? Because babe I want to see you blow my umbrella away.,0
"If I had a star for every time you brightened my day, I’d have a galaxy in my hand.",1
"Girl, our love is on point.",1
"Hey girl, we're allowed to marry four...but I don't think that's necessary because you're a 10.",1
"Girl, with your love this wood can become a big tree.",1
"If you were a president, you’d be Babe-raham Lincoln.",0
"Hey girl, reading Leviticus with you was so fun! Let's do that again!",0
Let's scan the Bible and pick out baby names.,0
Stick with me. We will go places.,0
I'm looking for a no-strings-attached cuddle buddy.,1
"Roses are red, my face is too...That only happens when I am with you.",0
What's in the box?,1
"Hey girl, God commands us to be fruitful and multiply. What do you say?",0
Your pilgrimage or mine?,1
"Hey, my name’s Microsoft. Can I crash at your place tonight?",0
"Sorry, but you owe me a drink because when I looked at you, I dropped mine.",0
"So, I hear reincarnation is making a comeback.",1
"My favorite letters in the alphabet is F, C, K. And guess what else I need.",1
The only thing standing between you and me is my priesthood; if you know what I mean.,0
These dark clouds and strong wind could not hinder my boat in coming to you my love.,1
I like my women like I like my glasses: Thick and sturdy.,1
"Hey baby, we don’t need to frack to make the bed rock.",1
Life without you is like a broken pencil… pointless.,0
"So, my parents are home, you wanna come over?",0
"The Lord is your refuge and strength in times of need, but in the meantime I was thinking I could lay hands on you in prayer...",0
Would you like to be the lucky guy who gets my real number? Give me your phone.,1
"Romantic comedies and cuddling? No, thanks. I'd rather ride in your truck and have sex.",0
I’m stuck on you.,0
"Do you know the difference between you and the new phone? The new iphone costs $1,000 and you are priceless.",0
I fall in love with you but when I come too deeply it drowns me.,0
Hey girl. Don't worry. I'll be sure to sit next to you during the prayer so that we can hold hands.,0
Is that hand sanitizer in your pocket or are you just happy to be within six feet of me?,1
"Babe, are you missing wood in your forest?",0
Are you my pajamas? Because I cannot fall asleep without you.,1
How about we turn your pretty gown into a nightgown?,1
Girl are you a pumpkin? Because you vine as hell.,0
"You got a band aid? Because girl, love hurts.",0
Are you a secular humanist? Because I want to engage in a rational conversation.,1
"What's long, hard and fits nicely into a hole? The key to my apartment and it's yours.",1
"Girl, I've never been lost at sea, but you making me feel lost tonight.",0
"I was going to send you nudes last night, but then I realized I didn’t have your number.",1
You're gourdgeous.,1
"I'm glad you are wearing non-slip shoes, because if you come home with me it's gonna get real wet.",1
I send the best morning texts. But you’d know that already if I had your number.,0
I noticed that you have the bible app on your phone... I can tell you're a woman of the word.,0
Guy: there's no smoking allowed in church. Girl: I'm not smoking. Guy: Oh yes you are!,1
You must be debt ’cause my interest in you is growing.,1
All these pencils but you still think i'm pointless. You're my sharpener; I'll twist and turn and thrust you inside out till my wood break.,1
Girl are you a percussionist? Because I'll bang you like a drum.,1
"I like my men like the Mississippi River: long, strong, and ready to rock my boat.",0
"Girl, you look like a safe place. I want to drop my anchor into your island.",0
Are you the spirit? Because whenever I think about you I feel a burning in my bosom.,0
Guy sees girl and says: Oh good! Now I can break my fast.,0
"The girl (or guy) walks around the prospect and then grabs the back of their shirt and looks at the tag and says…..”yep, exactly what I thought…..made in heaven”",0
"I consider myself to be fisher of women. This would be referred to as ""casting my net.""",0
Guess what my doctor told me. Laughter is the best medicine. I guess you bring the smile to my face.,0
Are you wifi? Because I cannot live without you.,0
"Give me you cell phone number, I will call you when I need another drink.",1
"Would you rub my magical lamp, because I am about to explode some light into you.",0
"Oops, I lost my number, may I have yours instead?",0
"The 13th Article of Faith requires me to ask you out (If there is anything virtuous, lovely or of good report, or praiseworthy, we seek after these things."")""",1
Now I know why Solomon had 700 wives…because he never met you.,0
I'll let you raise my spin pole.,1
Did It Hurt Comeback: Not as much as this conversation.,0
You rock my boat.,0
Namaste,0
You make my heart beat faster than the starting gun.,0
God was just showing off when he made you.,0
"Hello there, you should use your butt, not your back.",1
"Babe, it's time to examine my comprehensive package.",1
"Girl, you got pencil? Because everything in my life lead me to you.",0
What is a pumpkin's favorite sport? Squash.,0
Did I tell you I'm writing a book? It's a phone book and it's missing your number.,0
"You must be a Jaredite, because you are tight like unto a dish.",0
"I knew I'd feel the spirit at church, but I never thought I'd see an angel.",0
"You've been waiting for God to grant you the desires of your single heart, and I'm certain to satisfy them.",0
I can't wait to see your body of Christ. When you gonna ask me to church?,0
Good morning hottie!,0
"Speak, friend, and enter... your number in my phone.",0
"You look familiar, maybe we've seen each other around, where do you usually go?",0
"Are you an ingenious rock, because I want to date you.",0
Did you drop something? Oh sorry that was just my jaw.,0
Did it hurt when you fell from Heaven?,0
Are you a wifi mesh? Because I feel your love everywhere I go.,1
"Babe, I want to bounce on top of you like the Trampoline Park.",1
"You look so familiar, I think we've met in my dream. It must be the clothes confusing me, mind taking them of so I can cream.",1
"Girl, you must be a pencil, because you really lead me on.",1
"Yeah, I got a bone for you.",0
"I’d rather we started dating earlier rather than later, so give me your number already.",1
Are you an umbrella? Because when I am wet I want to get under you.,0
I feel like God's telling me that you should go on a date with me.,0
Your package for one boyfriend is in route.,0
"My life is the alphabet. Without U, it's incomplete.",0
Do you wear glasses? Maybe you should take them off and have a blind date with me.,0
Is stealing my heart breaking the 8th Commandment?,0
Are you unemployed? Cause I've got a position for permanent cuddle buddy open in my heart.,0
I have to wear sunglasses when I'm around you because your halo shines so bright.,1
"Girl, you know how to hit all the keys for me.",1
Are you shoes? Because I want to slide into that.,0
10% of me is 100% certain that I can give you 10% of my heart forever.,0
"I don’t have a library card, but do you mind if I check you out?",0
My Liahona pointed to you.,1
"Babe, are you a garbage dump? Because I want to dump my junk inside you.",1
"Babe, do you have a bank loan? Because you sure have my total interest.",0
"Hey girl, that smile comes with a cuddle.",0
Now I know why Solomon had 700 wives…because he never met you.,0
"Hey girl, let's combine our starstuff.",1
"I've been reading Joshua, but how many times do I have to walk around you before you fall for me?",1
Hey girl. Bathsheba had nothing on you.,1
Are you a spooky scary skeleton? Because I wanna send a shiver down your spine.,1
I was a lonely sock until I met you. Now the pair is complete.,0
This coffee is steaming up my glasses… Or is that you?,1
King Solomon may have been wise…but I'm more of a one-wife guy myself.,1
Would you do me the honor of inputting your digits in my phone book? I’d like to continue this conversation later.,1
"Babe, do you want to be filled with some fresh life energy in the morning?",0
"We don’t know when the boat will flip and toss us apart, but we should keep on sailing.",1
Twist: Are you from Tennessee? Because those teeth are the only ten I see.,1
Wanna come over and watch Left Behind?,1
"Like all great projects, our relationship is off to a rocky start. You made me hard.",1
Do you want to be my morning? I could make you come after every night!,0
You are fancactus.,0
"If you gave me your number, I’d give you something even better.",0
"You must be the promised land, because my liahona is pointed right at you.",0
You dropped something today. Your smile.,0
Are you a package? Because I want to track you down and bring you home with me.,0
"Girl, you have stolen my drum stick, because you are hard to beat.",0
"Girl, I am a drifting boat until I met you. You give me meaning.",1
Should I call you in the morning or just poke you?,1
"Roses are red, your underwear is lace, take them off and sit on my face.",0
"If I could rearrange the letters of the alphabet, I'd put U and I together.",0
Does your mom care that I'm in your boat?,0
Is your name Grace? Because you're amazing.,0
There's nothing more I love than stacked dimes.,0
I would part the Red Sea for you.,0
"Here I am, the answer to your prayers.",1
Has anyone ever told you that you have beautiful eyes?,0
Quads. We can bang in four different tones.,1
Did it hurt when you fell from heaven?,1
"I must be a Rubik's cube. The more you mess with me, the harder I get.",0
"Girl, you turn my low key into high key.",0
Hey guess you can kiss heaven goodbye. Because it has to be a sin to look that good.,1
The tree of life called. It wants its sweetness back.,1
Are you a shoe? Because I wanna tie you up,0
I want to pound you like I pound the asphalt: For hours until it hurts.,0
"Others may try to surpass your physical beauty, but your spiritual beauty is beyond the constraints of this world.",1
Is it a sin that you stole my heart?,1
Damn girl are you a Rubik's cube? Because I need to google how to do you.,0
"I got a nice ship, and I am not afraid to get down and wet tonight.",1
I was so enchanted by your beauty that I ran my boat into yours.,1
I've never used a cum sock before. Would you be my first,1
"Hey, so I play drums for a living if you want a good pound.",0
"You look familiar, have I probed you before?",0
"Babe, you look familiar, because I have been thinking about you all my life.",0
Girl: Um there's a hotel somewhere around here,0
You have been chosen by the Dark Lord to be defiled on the ceremonial altar. It's quite an honor.,1
"I lost my Teddy, can I cuddle with you?",0
"Hey sweetheart, do you like gardening? How about you plant your tulips on mine?",0
Are you a garbage truck? Because I am trash looking for some fun.,0
"Hey baby, I've got my sights on you.",0
"Should I text you tomorrow morning, or do you want me to wake you up with my kisses?",0
It's obvious you sprouted from the good kind of soil.,0
"Babe, I know we just met and all but here’s my number, could you call me maybe?",1
Are you a dictionary? Cause you’re adding meaning to my life.,0
Give me your name so I know what to scream tonight.,0
I just got off my mission and I’m looking for my next companion.,0
Have we met before? You look familiar.,0
"No matter how scrambled you are, I will always make the right moves to solve you.",1
"Babe, you don't need no wifi speed test, I can connect into your device directly.",1
You can call me FedEx. Because I’m gonna violently thrust my package at you.,0
You up for some boning later?,0
"Hey babe, I can make you scream louder than my drum set.",0
"Like the Bible says, I guard my heart. And you just set off my security alarm.",0
"I love our mornings together, because it points to another day with you in my life.",0
Are you a microwave? Because you turn my frozen soul into a hot meal.,0
Guy - You look like my first wife.,0
I’m gonna put on my glasses. Before I talk to you'll want to focus on my future.,0
Do u have a pencil I can borrow? Because i wanna erase your past and write our future.,0
Are you a mechanical pencil? Because I’ll never have a dull moment with you,0
I love my life. Would you share it with me?,1
I've got you in my viewfinder.,1
"Girl, let me tie your shoes, and I can do so much more.",1
You know what the temple veil and I have in common? We're both ripped.,0
"Are you rosey, because you making me feeling thorny.",0
"What's your favorite temple? (he/she answers) Baby, I'm lookin' at mine!",1
“I know what I want because I have it in my hands right now. You.” — P.S. I Love You,0
Are you a toy at build-a-bear workshop? Because you’re cute and I wanna cuddle you in my bed after I stuff you.,0
"Gee, that's a lovely scent of incense you're burning there.",0
"If you were a pencil, I wouldn't be able to use you. Because you're no number 2, you're my number 1!",1
Are you a gadiaton robber? Because you just stole my heart!,0
"Babe, did you throw a piece of garbage? Because I am ready to get down and dirty.",1
"Babe, I promise I am not faster than the speed of light.",0
What do we have in common as socks? We can be mated.,0
Are you my cute pillow? Because I want to wipe my tears on you and cuddle with you.,0
Do you play soccer? Because you’re a keeper!,1
Are you a broken light? Because you keep giving mixed signals.,0
Does your cat go into the water? Because my boat needs some pussy tonight.,1
Do you want to hear a cheesy flower pick-up line? Let’s put our tulips together.,1
Use protection while you get wet... Like an umbrella.,0
I wanna bang your bass drum.,1
"If my wallet look like a bible, it's only because the Word of God is ore valuable to me than gold.",0
"Hey girl, are you a broken light bulb? Because I want to screw and take you out.",1
Hi. My name is Will... God's Will.,0
Are you a loose shoelace? Because I want to tie you up nice and tight.,1
Are you Muslim? Because your body islamin.,1
Ready to have a gourd time with me tonight?,1
Is your relationship on the rocks? I have some alcohol for that!,0
"Guess what, I can tell how much you weigh. Only if you sit on top of me.",1
"I got an umbrella that you should carry, because I will take care of you when you feel under the weather.",1
Let's wear our pajamas today and live life to the fullest in bed.,0
Are you a pumpkin ? Because I'm looking to smash.,0
You must be the speed of light because time stops when I look at you.,0
Pray here often?,1
"I'd like to be reincarnated as one of your tears, because I'd be born in your eyes, live on your face, and die on your lips.",0
Of all the rocks in all the mountains. I'd pick you.,0
I am just a small rock before I met you. Your love has made me bigger and boulder.,1
Interested in team blindfolded?,0
Are you Arsenal? Because you make me anna shoot my gun.,0
Are those lenses in your pants or are you just happy to see me?,0
"Are you a wifi signal? Because you're not mine, but I'll try to use you anyways.",0
I don't think you're worthy to take me to the temple. [Why?:] Because you're smokin'!,0
How about you and me get some fish this Friday?,0
"Hey you look familiar, are you from this town?",0
Let's cuddle and wake up in 10 months when September ends.,0
You know why Solomon had so many wives? It's because he never found you.,0
Let's get out of here. I know a much cozier little Catholic bookstore downtown.,0
The Holy Spirit compels me. I can't help but draw near to you.,1
"How about you be the salt, and I'll be the light.",0
"You might not be a nun, but you will be missionary tonight.",0
"I don't know if you noticed but, when you walked into the room, that was me giving up a clap offering.",0
Permission to board?,0
Give it to me RAW.,0
I don’t care if you make six digits. I just want your seven digits.,0
Is your name virtue? Because you garnish my thoughts unceasingly.,0
Damn girl! I don’t need a magic mirror on the wall to know that you’re definitely the finest of them all!,1
Best loves stick.,0
I cube and I'm master of advanced finger tricks.,1
"Babe, I got a microwave and things about to get really hot.",1
Do you believe in love at first sight — or should I walk by again?,0
It makes my head spin to see you serve food to those homeless people. You're such a servant.,0
You're nothing like a Glock. You look like good for my cock.,0
"If I had four quarters to give to the cutest guys in the world, you would have a dollar!",0
Are you baptismal regeneration? Because you make me feel like a new man.,0
"You so gneiss, I will never take you for granite.",1
"(While dancing) You know, I'm really grateful for Martin Harris. Without him there'd be another 113 pages between us.",0
Your hair is like a flock of goats descending from Gilead.,0
"Baby, are you America's lax gun laws? Because I'm going to exploit all of your holes.",1
Are you a microwave? Because I want to stuff you and turn you on.,0
Wanna be a sister wife?,0
We have so much chemistree.,1
You are so unblemished that I would sacrifice you.,0
"Girl, you take me back to elementary school. I say my ABC’s to you.",0
"Hey baby, are you a tsunami? Because you can rock my boat all night long.",0
Guy: Excuse me I'm on a Mission could you provide me with some Lodging.,0
What do you say we bounce like trampolines.,1
"Girl, if you wanted I can be your umbrella.",1
You remind me of the Ka'aba. I can walk around you all day long.,0
Mirror mirror on the wall. You are the finest of them all.,1
You rock me to my core.,1
Need an umbrella? You can open me over your head any time.,1
"Roses are red, violets are blue. Sugar is sweet, I bet that pussy is too.",0
"I’m going to give you a kiss. If you don’t like it, just return it.",0
"Babe, the only thing I ain't dropping is my standards. And that is why the only one I want is you.",0
"I have a phone, you have a phone number. Think of the possibilities.",0
Would you like to share my prayer-mat?,0
"Girl, did you drop something? Because here's the $100 that my friend bet that you wouldn't go out with me tonight.",0
"Girl, I got a magic band-aid to heal your heart.",0
"Girl, do you have a toaster? Because you make me hard.",0
Are you from Tennessee? Because you got the sexy accent.,0
"You, me, candles, wine, and a little Lamb of God?",0
Let this boat be our shelter under the stars.,1
"Hey baby, can I get your phone number? Oops, too late.",0
You cant play basketball with hijab on. Marry me and we'll go one on one our entire life.,1
You look like trash. Can I take you out?,0
What size shoes are you? Because I want to prepare the right sandals when you stay tonight.,0
I'm dying for you to bone me.,1
That hijab really compliments your eyes.,0
"Babe, I got no ABC's in my dictionary, I only got DTF.",1
Do you offer loans? How much interest do I have to pay to borrow your titties night.,1
It's obvious you sprouted from the good kind of soil.,0
"If you have tulips and i have tulips, want to put them together and make a Kiss?",1
"So last night I was reading in the book of Numbers, and then I realized, I don't have yours.",1
Your skeleton with be better next to my bed.,1
"Are you glasses, cuz I'd love if you would sit on my face all day.",1
Let me sell you an indulgence because it's a sin to look as good as you do.,1
"Roses are red, violets are blue, how much I love you is beyond your clue.",0
"Are you a magician? It’s the strangest thing, but every time I look at you, everyone else disappears.",0
"I like pajamas like I love my woman, comfortable and tight.",0
Do you know how to send a mirror through text? I wanted to send you a cute message and you're the cutest thing I could think of.,0
"Girl, you are so hot, I need to inspect your package for any explosives or hazardous materials inside.",0
Nothing turns me on more than a long hard rock and some tuber.,1
You don't need to be a bridge loan to close the GAAP between us.,1
God must have spent a little more time on you!(from a song),0
"You know, God is pure beauty…I see a lot of God in you.",1
How can I know so many hundreds of digits of pi and not the 10 digits of your phone number?,0
"(For the ladies) Excuse me, I believe one of your ribs belongs to me.",1
Have I met you before? (No) Not this lifetime? It must be our previous lifetime.,1
"We belong together like a pair of glasses, I want to insert my lens into your frame.",1
Let me sell you an indulgence because it's a sin to look as good as you do.,0
Are you a bank loan? Because I got interest for you.,0
"If you were a book, you’d be fine print.",0
"Hey girl, God commands us to be fruitful and multiply. What do you say?",0
You wouldn't happen to have an extra pencil on you?,0
(for the gentleman)God said it is not good for man to be alone. So how about it?,1
Are you the iron rod? Because I wanna hold onto you for the rest of eternity.,0
You don't have an accountability partner? Me neither!,0
"Call me trampoline, because you can bounce on me all you want.",1
"I know Halal meat does a body good, but wow, how much you been eatin'?",1
"They say to love another person is to see the face of God. Well let me tell you, I think I am seeing His face",0
"Babe, I got a pencil and I am ready to rewrite our future together.",0
"Girl, are you trash? Because we are about to get wasted tonight.",0
"Hey babe, I got this flaming sword from an angel and now I want to pass it in to you.",0
"Man we steppin' out like whoaaa, cameras point and shoot. Ask me what's my best side? I step back and point at you.",0
I’m winning this race to get your number. Are you game?,0
I bet you a dollar I can kiss you on the mouth without touching your lips. *kisses her on the lips* - I guess I owe you a dollar,1
I was not checking him out. I was admiring how the good lord has blessed him.,0
Are you a gun? Because I wanna put you in my mouth.,0
Are you a drummer? Because you know the beat of my heart.,0
Can I borrow your pencil? Because I’d like to erase your past and write our future.,0
Do you need prayer? Because I'm certainly willing to lay hands on you.,0
Do you know what would look really good on you? Me.,1
You've got stunning scapular-brown eyes.,0
You can't spell EVOLVE without LOVE.,0
Should I walk by again or have you already realized I’m your soulmate?,1
Roses or Daisies my love?,1
Do you need a band aid? Because it must hurt when you fell from heaven.,1
"If we were around with Noah… then you, me… pair!",0
"Babe, are you a toaster? Because you are steamy and hot on the inside.",1
May I tie your shoe? Because I can't have you fall for anyone else.,0
You're like an island where everyone wants to dock his ship.,0
I will stop loving you the day that an apple grows on a mango tree.,0
"Girl, you are not just a dime a dozen. You are my full dozen.",0
I can't wait till the day I can wake up right next to you.,0
"Are you sales? Because we will always ABC, always be closing.",0
"Hey babe, what's your PB lineage?",0
Can you say a novena for me? I need God to put someone like you in my life.,0
I had to make my aperture smaller because you are gorgeously bright.,1
"Forget about pumpkin, let's get straight to hump king.",0
We have a connection stronger than our wifi.,1
I don't know how to spell. I thought happiness starts from H. But it really starts from U.,0
"Hey babe, wanna check out my life jacket tan?",1
Roses are red and violets are blue there’s nothing in the world more prettier than you.,0
"My friend told me to come and meet you, he said that you are a really nice person. I think you know Him, Jesus, yeah, that's his name.",0
I put the stud in Bible study.,0
Are you a toaster? Because you're turning me from soft to hard real quick.,1
"Girl are you a sharpener, because you making me hard.",0
"In every turn of the boat, it felt as if I’ve found you somewhere on the pages of my book.",1
I don’t have any pumpkins this year. Wanna be mine?,0
Are you the Dustbin? Because I wanna put all my junk in you!,0
"I lost my cell phone, would you mind calling it real quick?",0
Are you hot or is that just the holy spirt burning inside you?,0
"Nice dock, mind if I park my boat in it?",0
Would you like to sip on a margarita laying on a boat watching a sunset on a calm night?,0
"Girl, my lust for you is greater than my thirst for enlightenment has to wait...",1
Did it hurt? When you fell out of heaven?,0
Ever partied at a skeleton show?,0
"I've been reading Joshua, but how many times do I have to walk around you before you fall for me?",0
Are you a bowman? Because I’d love to see you blow the guy.,1
Let me show you there is a God.,0
Do you have a microwave oven? Because you melt my heart.,0
"It goes against my belief to be judgmental, but your beauty outshines everyone in the room.",1
"Hey, wanna watch p*rn in my mirror?",0
Soon enough babe I will put a rock on your finger.,0
I left most of my gear at home but I did bring my 200mm.,0
"Babe, are you ready to take my pumpkin?",1
I believe one of my ribs belongs to you.,0
I want to climb your trees and swing.,0
"Babe, I don't need no breakfast in bed when I just want to feast on your beauty.",1
I’m a geologist and I’m hung like a horst.,0
Babe you got any change? Because you are a fine dime piece.,0
You have an amazing smile! Probably because of your tulips.,0
I'd sit in a pumpkin patch with you any night.,0
Are you a firework?! Because you light up my eyes.,1
Is it morning yet? I couldn’t tell if it’s light out or if it’s your beauty lighting the room.,0
Do you have a mechanical pencil? Because I got the lead that will fit just right.,0
Our parents engaged us when we were little... they must have forgotten to tell you.,1
Let's turn off the lights so I can show you some lightning.,0
Are you a sharpener. Because I'd like to stick my pencil in you.,1
I must be in a museum because you truly are a work of art.,0
Hold my stick and we will bang in all different ways and tones.,0
I'd love to show you 50 shades of grace...,0
"You look familiar, because you look just like my next girlfriend!",0
"There are only two mistakes one can make along the road to truth; not going all the way, and not starting.",0
What're you doing for the rest of your afterlife?,0
I am a well planned microwave. Because I got a tactical nuke in my pants.,0
"Girl, you put the motorboat in your boat tank fuel.",1
Have you been to the doctor’s lately? Cause I think you’re lacking some vitamin me.,0
"Hey, girl. When I first saw you, I was like و.",1
"Girl, I need to break my fast. Can I have a date?",0
"Are You A Tug Boat? Because, I want you to tug my large vessel.",0
Are you a mirror? Because whenever I look at you I see someone I like.,0
We fit together like lock and key.,0
Wanna put your anchor in my harbor?,0
Are you the drum major? Cause I can't take my eyes off you.,0
Come Back: No im from alabama,0
What’s that wonderful scent you’re wearing? Oh! That’s just you? I love it.,0
How's your walk with the Lord? Let's share our hearts.,0
"Roses are red, daisies are fine. Come this morning and I’ll make you mine.",0
"Are you a camera? Because every time I see you, I smile.",1
Girl are you my eye glasses? Because I can't see my future without you,0
“Kiss me. Kiss me as if it were the last time.” — Casablanca,0
I’d never play hide and seek with you because someone like you is impossible to find.,0
Are you a present? Because I see you under my tree.,0
Are you related to Jean-Claude Van Damme? Because Jean-Claude Van Damme you’re sexy!,0
"Hey baby, I love how you are like sedimentary rock. I just want to go deeper and deeper into your layers.",0
You must be my angel cause you're the Answers to all my prayers.,1
Guess what the doctor just told me. I need some sunshine so that's why I got you to brighten my day.,0
Nice guns.,0
If you're trash...Is that why I want to take you out so often?,0
"Once you get on my boat, you will never need another vessel.",0
"Babe, you send me good vibes and my sticks so hard to break your drum.",1
Girl are you a toaster? Because I want to insert some fresh toast into you and eat you for breakfast.,0
Are you lost ma'am? Because the celestial kingdom is a long way from here!,1
People ask if it hurt when you fell from heaven...But maybe you just got back from hell. Because you are smoking hot.,0
"I love you like Abelard loved Heloise… but without the fornication, lying, public disgrace or castration.",1
Are you a camera? Because we can take this to my place and see what develops.,0
I didn't know angels could fly so low!,0
There is something wrong with my phone. Could you call it for me to see if it rings?,0
"Was your dad a boxer? Because damn, you’re a knockout!",0
"Alphabet pick up line come back. If i could rearrange the alphabet, i'll put F-T-R-E together and enjoy a future without U.",0
Chicks before pricks.,0
"There must be something wrong with my eyes, I can’t take them off you.",0
Is that a mistletoe above your head or are you about to kiss me?,1
You look familiar comeback: That's because I have rejected you many times already.,0
An angel said he would destroy me if I did not sleep with you.,0
I’m so glad we pricked each other.,0
Do you have a light? Because you are smoking hot.,0
I put the 'pump' in pumpkin pie.,0
Forget about PJ's. I am more into BJ's.,1
I love pumpkin spice a latte.,0
"Do not be on the rocks, be on my bed instead.",0
"I’m thinking about buying a new phone, because this crappy one doesn’t have your number in it.",0
Babe are you a pencil sharpener? Because I want to shove and turn my wood in your hole.,1
Damn girl do you have a mirror in your pocket. Because I can see myself in your pants.,0
Your heart for worship is extremely attractive. The way that you sing your heart out and throw your hands in the air... Gracious.,0
I'll never desert you.,0
Do you have a cell phone? My mom told me to call her when I find the girl of my dreams!,0
"Excuse me, is this pew taken?",1
"There is no god, so no going to hell if we fuck.",0
"Girl, do you have a pencil? So I can draw every inch of you.",0
You look so familiar! I swear I've seen you before. OH that's right! In my piggie bank. Cause you a Dime.,0
"Babe, I am ready to carve out some fun out of you tonight.",0
You’re stuck with me.,1
"Girl, I got the package. It's bigger on the inside.",0
Do you have a cell phone? Because the cell tower in my pants would like to connect with you.,1
I think there's something wrong with my cell phone. It doesn't have your number in it.,0
My skeleton want to party with yours.,0
"You’re so sweet, you’re giving me a toothache.",0
How you bin doing?,0
Error 404: Your phone number seems to be missing from my phone.,1
"Hey girl, reading Leviticus with you was so fun! Let's do that again!",1
Our love will grow just like The Great Deku Tree.,1
"My point is, I want to be with you.",1
Are you a palm tree? Because I really want those dates,0
"If you were a tree, you would be an evergreen. From the first time I saw you; you have been looking this good.",0
Roses are Red and Tulips are Tulips. I can’t get my mind off your two lips.,0
"Excuse me, you dropped something. Your standards. Hi I am just right for you.",0
May you have a morning as beautiful as your eyes!,1
I like the black spot on your forehead.,1
"Girl, are you a pencil? Because I would pen-itrate you any time.",0
"You and me, we're like loaves and fishes. We just might be a miracle together.",0
Are you a pair of socks. Wool will have a great time together.,1
I think there’s something wrong with my phone. Could you try calling it for me to see if it rings?,1
"Thankfully, there is no heaven or hell, because I have some deadly sins in mind.",0
Were you in Boy Scouts? Because you sure have tied my heart in a knot.,0
Hey girl. Don't worry. I'll be sure to sit next to you during the prayer so that we can hold hands.,0
Do you like Revelations? I'm not wearing any underwear.,0
